review_id,product_name,product_category,source,source_url,review_title,review_text,rating,review_date,verified_purchase,helpful_votes,ingestion_timestamp,data_mode,original_review_text,cleaned_review_text,character_count,word_count,sentence_count,exclamation_count,question_count,uppercase_ratio,has_url,has_repeated_punctuation,review_year,review_month,review_quarter,rating_group
DEMO-00039,PureAir HEPA Room Air Purifier,Home and Kitchen,Demo Dataset,https://example.com/demo-review-data,Complete waste of money,"Right out of the packaging, the PureAir HEPA Room Air Purifier terrible product. It stopped working after one day and support was completely unhelpful. Avoid at all costs! [Ref: ID-39]",1,2026-08-23,True,1,2026-09-14T10:00:00Z,DEMO,"Right out of the packaging, the PureAir HEPA Room Air Purifier terrible product. It stopped working after one day and support was completely unhelpful. Avoid at all costs! [Ref: ID-39]","Right out of the packaging, the PureAir HEPA Room Air Purifier terrible product. It stopped working after one day and support was completely unhelpful. Avoid at all costs! [Ref: ID-39]",184,30,4,1,0,0.1034,False,False,2026,8,3,Negative
DEMO-00040,Botanical Herbals Rejuvenating Night Cream,Beauty and Personal Care,Demo Dataset,https://example.com/demo-review-data,Disappointing longevity,"After extensive daily use of the Botanical Herbals Rejuvenating Night Cream, worked fine for the first two weeks, then started showing signs of wear and inconsistent behavior. Not really worth the hassle. [Ref: ID-40] Check out specs at https://example.com/demo-review-data for more.",2,2025-06-02,True,7,2026-09-14T10:00:00Z,DEMO,"After extensive daily use of the Botanical Herbals Rejuvenating Night Cream, worked fine for the first two weeks, then started showing signs of wear and inconsistent behavior. Not really worth the hassle. [Ref: ID-40] Check out specs at https://example.com/demo-review-data for more.","After extensive daily use of the Botanical Herbals Rejuvenating Night Cream, worked fine for the first two weeks, then started showing signs of wear and inconsistent behavior. Not really worth the hassle. [Ref: ID-40] Check out specs at [URL] for more.",252,41,3,0,0,0.0489,True,False,2025,6,2,Negative
DEMO-00042,Vision4K Smart Streaming Dongle,Electronics,Demo Dataset,https://example.com/demo-review-data,Outstanding build and reliability,"To be completely honest about the Vision4K Smart Streaming Dongle, the attention to detail is truly impressive. Works brilliantly right out of the box and has made a noticeable improvement in our routine. [Ref: ID-42]",5,2025-11-20,True,5,2026-09-14T10:00:00Z,DEMO,"To be completely honest about the Vision4K Smart Streaming Dongle, the attention to detail is truly impressive. Works brilliantly right out of the box and has made a noticeable improvement in our routine. [Ref: ID-42]","To be completely honest about the Vision4K Smart Streaming Dongle, the attention to detail is truly impressive. Works brilliantly right out of the box and has made a noticeable improvement in our routine. [Ref: ID-42]",217,35,3,0,0,0.0578,False,False,2025,11,4,Positive
DEMO-00043,UltraClean Noise-Cancelling Headphones,Electronics,Demo Dataset,https://example.com/demo-review-data,Mediocre experience,"My hands-on experience with the UltraClean Noise-Cancelling Headphones shows that flimsy construction and frustrating ergonomics. It technically works, but is unpleasant to use regularly. [Ref: ID-43]",2,2026-06-06,False,0,2026-09-14T10:00:00Z,DEMO,"My hands-on experience with the UltraClean Noise-Cancelling Headphones shows that flimsy construction and frustrating ergonomics. It technically works, but is unpleasant to use regularly. [Ref: ID-43]","My hands-on experience with the UltraClean Noise-Cancelling Headphones shows that flimsy construction and frustrating ergonomics. It technically works, but is unpleasant to use regularly. [Ref: ID-43]",200,26,3,0,0,0.061,False,False,2026,6,2,Negative
DEMO-00044,AromaBreeze Stainless Steel Espresso Maker,Home and Kitchen,Demo Dataset,https://example.com/demo-review-data,Disappointing longevity,"I took a chance on the AromaBreeze Stainless Steel Espresso Maker and worked fine for the first two weeks, then started showing signs of wear and inconsistent behavior. Not really worth the hassle. [Ref: ID-44]",2,2026-07-03,True,0,2026-09-14T10:00:00Z,DEMO,"I took a chance on the AromaBreeze Stainless Steel Espresso Maker and worked fine for the first two weeks, then started showing signs of wear and inconsistent behavior. Not really worth the hassle. [Ref: ID-44]","I took a chance on the AromaBreeze Stainless Steel Espresso Maker and worked fine for the first two weeks, then started showing signs of wear and inconsistent behavior. Not really worth the hassle. [Ref: ID-44]",210,35,3,0,0,0.0659,False,False,2026,7,3,Negative
DEMO-00045,UltraClean Noise-Cancelling Headphones,Electronics,Demo Dataset,https://example.com/demo-review-data,Below average quality,"Purchased the UltraClean Noise-Cancelling Headphones recently after comparing several options, the finish peeled slightly and response times are slow. Would suggest looking at competitors instead. [Ref: ID-45]",2,2025-08-30,False,0,2026-09-14T10:00:00Z,DEMO,"Purchased the UltraClean Noise-Cancelling Headphones recently after comparing several options, the finish peeled slightly and response times are slow. Would suggest looking at competitors instead. [Ref: ID-45]","Purchased the UltraClean Noise-Cancelling Headphones recently after comparing several options, the finish peeled slightly and response times are slow. Would suggest looking at competitors instead. [Ref: ID-45]",209,27,3,0,0,0.0578,False,False,2025,8,3,Negative
DEMO-00046,TrailBlazer Lightweight Trekking Poles,Sports and Outdoors,Demo Dataset,https://example.com/demo-review-data,Best purchase of the year,"Right out of the packaging, the TrailBlazer Lightweight Trekking Poles it delivers flawless performance and is worth every single penny. It feels sturdy, elegant, and genuinely works as advertised. 10/10! [Ref: ID-46]",5,2025-06-21,False,0,2026-09-14T10:00:00Z,DEMO,"Right out of the packaging, the TrailBlazer Lightweight Trekking Poles it delivers flawless performance and is worth every single penny. It feels sturdy, elegant, and genuinely works as advertised. 10/10! [Ref: ID-46]","Right out of the packaging, the TrailBlazer Lightweight Trekking Poles it delivers flawless performance and is worth every single penny. It feels sturdy, elegant, and genuinely works as advertised. 10/10! [Ref: ID-46]",217,32,4,1,0,0.0592,False,False,2025,6,2,Positive
DEMO-00047,Designing Data-Intensive Applications,Books,Demo Dataset,https://example.com/demo-review-data,Best purchase of the year,"My hands-on experience with the Designing Data-Intensive Applications shows that it delivers flawless performance and is worth every single penny. It feels sturdy, elegant, and genuinely works as advertised. 10/10! [Ref: ID-47]",5,2025-08-23,False,0,2026-09-14T10:00:00Z,DEMO,"My hands-on experience with the Designing Data-Intensive Applications shows that it delivers flawless performance and is worth every single penny. It feels sturdy, elegant, and genuinely works as advertised. 10/10! [Ref: ID-47]","My hands-on experience with the Designing Data-Intensive Applications shows that it delivers flawless performance and is worth every single penny. It feels sturdy, elegant, and genuinely works as advertised. 10/10! [Ref: ID-47]",227,32,4,1,0,0.0506,False,False,2025,8,3,Positive
DEMO-00048,HydroFlow Insulated Stainless Water Bottle,Sports and Outdoors,Demo Dataset,https://example.com/demo-review-data,Exceptional value and engineering,"Regarding this HydroFlow Insulated Stainless Water Bottle, incredible reliability and fantastic support. You will certainly not regret buying this. Truly top tier in its category. [Ref: ID-48]",5,2026-01-09,True,1,2026-09-14T10:00:00Z,DEMO,"Regarding this HydroFlow Insulated Stainless Water Bottle, incredible reliability and fantastic support. You will certainly not regret buying this. Truly top tier in its category. [Ref: ID-48]","Regarding this HydroFlow Insulated Stainless Water Bottle, incredible reliability and fantastic support. You will certainly not regret buying this. Truly top tier in its category. [Ref: ID-48]",192,27,4,0,0,0.0769,False,False,2026,1,1,Positive
DEMO-00049,HydroFlow Insulated Stainless Water Bottle,Sports and Outdoors,Demo Dataset,https://example.com/demo-review-data,Best purchase of the year,"After reading mixed feedback online, I tried the HydroFlow Insulated Stainless Water Bottle and it delivers flawless performance and is worth every single penny. It feels sturdy, elegant, and genuinely works as advertised. 10/10! [Ref: ID-49]",5,2026-07-29,True,0,2026-09-14T10:00:00Z,DEMO,"After reading mixed feedback online, I tried the HydroFlow Insulated Stainless Water Bottle and it delivers flawless performance and is worth every single penny. It feels sturdy, elegant, and genuinely works as advertised. 10/10! [Ref: ID-49]","After reading mixed feedback online, I tried the HydroFlow Insulated Stainless Water Bottle and it delivers flawless performance and is worth every single penny. It feels sturdy, elegant, and genuinely works as advertised. 10/10! [Ref: ID-49]",242,36,4,1,0,0.0632,False,False,2026,7,3,Positive
DEMO-00050,SilkTouch Ceramic Hair Straightener,Beauty and Personal Care,Demo Dataset,https://example.com/demo-review-data,It is okay for the price,"   To be completely honest a    bout the SilkTouch Ceramic Hair Straightener, the product arrived as described. It is okay for the price, though there are better alternatives if you spend slightly more. [Ref: ID-50]   ",3,2025-01-23,True,2,2026-09-14T10:00:00Z,DEMO,"   To be completely honest a    bout the SilkTouch Ceramic Hair Straightener, the product arrived as described. It is okay for the price, though there are better alternatives if you spend slightly more. [Ref: ID-50]   ","To be completely honest a bout the SilkTouch Ceramic Hair Straightener, the product arrived as described. It is okay for the price, though there are better alternatives if you spend slightly more. [Ref: ID-50]",209,34,3,0,0,0.0602,False,False,2025,1,1,Neutral
DEMO-00051,ApexFit Resistance Band Training Set,Sports and Outdoors,Demo Dataset,https://example.com/demo-review-data,"Average, meets basic expectations","Regarding this ApexFit Resistance Band Training Set, it arrived in standard packaging on schedule. Neither particularly impressed nor disappointed. It functions normally. [Ref: ID-51]",3,2025-09-22,True,3,2026-09-14T10:00:00Z,DEMO,"Regarding this ApexFit Resistance Band Training Set, it arrived in standard packaging on schedule. Neither particularly impressed nor disappointed. It functions normally. [Ref: ID-51]","Regarding this ApexFit Resistance Band Training Set, it arrived in standard packaging on schedule. Neither particularly impressed nor disappointed. It functions normally. [Ref: ID-51]",183,24,4,0,0,0.08,False,False,2025,9,3,Neutral
DEMO-00052,AromaBreeze Stainless Steel Espresso Maker,Home and Kitchen,Demo Dataset,https://example.com/demo-review-data,Outstanding build and reliability,I have been testing this AromaBreeze Stainless Steel Espresso Maker for several weeks now and the attention to detail is truly impressive. Works brilliantly right out of the box and has made a noticeable improvement in our routine. [Ref: ID-52],5,2025-05-14,True,1,2026-09-14T10:00:00Z,DEMO,I have been testing this AromaBreeze Stainless Steel Espresso Maker for several weeks now and the attention to detail is truly impressive. Works brilliantly right out of the box and has made a noticeable improvement in our routine. [Ref: ID-52],I have been testing this AromaBreeze Stainless Steel Espresso Maker for several weeks now and the attention to detail is truly impressive. Works brilliantly right out of the box and has made a noticeable improvement in our routine. [Ref: ID-52],244,40,3,0,0,0.0558,False,False,2025,5,2,Positive
DEMO-00053,HydroFlow Insulated Stainless Water Bottle,Sports and Outdoors,Demo Dataset,https://example.com/demo-review-data,Best purchase of the year,"I took a chance on the HydroFlow Insulated Stainless Water Bottle and it delivers flawless performance and is worth every single penny. It feels sturdy, elegant, and genuinely works as advertised. 10/10! [Ref: ID-53]",5,2025-04-04,True,0,2026-09-14T10:00:00Z,DEMO,"I took a chance on the HydroFlow Insulated Stainless Water Bottle and it delivers flawless performance and is worth every single penny. It feels sturdy, elegant, and genuinely works as advertised. 10/10! [Ref: ID-53]","I took a chance on the HydroFlow Insulated Stainless Water Bottle and it delivers flawless performance and is worth every single penny. It feels sturdy, elegant, and genuinely works as advertised. 10/10! [Ref: ID-53]",216,34,4,1,0,0.0659,False,False,2025,4,2,Positive
DEMO-00054,AromaBreeze Stainless Steel Espresso Maker,Home and Kitchen,Demo Dataset,https://example.com/demo-review-data,Complete waste of money,"After reading mixed feedback online, I tried the AromaBreeze Stainless Steel Espresso Maker and terrible product. It stopped working after one day and support was completely unhelpful. Avoid at all costs! [Ref: ID-54]",1,2025-11-04,True,2,2026-09-14T10:00:00Z,DEMO,"After reading mixed feedback online, I tried the AromaBreeze Stainless Steel Espresso Maker and terrible product. It stopped working after one day and support was completely unhelpful. Avoid at all costs! [Ref: ID-54]","After reading mixed feedback online, I tried the AromaBreeze Stainless Steel Espresso Maker and terrible product. It stopped working after one day and support was completely unhelpful. Avoid at all costs! [Ref: ID-54]",217,33,4,1,0,0.0743,False,False,2025,11,4,Negative
DEMO-00055,UltraClean Noise-Cancelling Headphones,Electronics,Demo Dataset,https://example.com/demo-review-data,Absolutely phenomenal quality!,"I have been testing this UltraClean Noise-Cancelling Headphones for several weeks now and it completely exceeded every expectation. Superb craftsmanship, lightning-fast setup, and premium durability. Highly recommend to everyone! [Ref: ID-55]",5,2026-03-24,True,2,2026-09-14T10:00:00Z,DEMO,"I have been testing this UltraClean Noise-Cancelling Headphones for several weeks now and it completely exceeded every expectation. Superb craftsmanship, lightning-fast setup, and premium durability. Highly recommend to everyone! [Ref: ID-55]","I have been testing this UltraClean Noise-Cancelling Headphones for several weeks now and it completely exceeded every expectation. Superb craftsmanship, lightning-fast setup, and premium durability. Highly recommend to everyone! [Ref: ID-55]",242,31,4,1,0,0.0553,False,False,2026,3,1,Positive
DEMO-00057,Data Science from Scratch (2nd Edition),Books,Demo Dataset,https://example.com/demo-review-data,Delighted with this purchase!,"After extensive daily use of the Data Science from Scratch (2nd Edition), smooth operation, gorgeous finish, and effortless usability. Will definitely be purchasing more from this line. [Ref: ID-57]",5,2026-02-17,False,0,2026-09-14T10:00:00Z,DEMO,"After extensive daily use of the Data Science from Scratch (2nd Edition), smooth operation, gorgeous finish, and effortless usability. Will definitely be purchasing more from this line. [Ref: ID-57]","After extensive daily use of the Data Science from Scratch (2nd Edition), smooth operation, gorgeous finish, and effortless usability. Will definitely be purchasing more from this line. [Ref: ID-57]",198,29,3,0,0,0.0577,False,False,2026,2,1,Positive
DEMO-00058,HydroFlow Insulated Stainless Water Bottle,Sports and Outdoors,Demo Dataset,https://example.com/demo-review-data,Decent performance overall,"Regarding this HydroFlow Insulated Stainless Water Bottle, pleasantly surprised by how well it held up over a couple of weeks of daily usage. Would recommend for standard needs. [Ref: ID-58]",4,2025-03-21,True,2,2026-09-14T10:00:00Z,DEMO,"Regarding this HydroFlow Insulated Stainless Water Bottle, pleasantly surprised by how well it held up over a couple of weeks of daily usage. Would recommend for standard needs. [Ref: ID-58]","Regarding this HydroFlow Insulated Stainless Water Bottle, pleasantly surprised by how well it held up over a couple of weeks of daily usage. Would recommend for standard needs. [Ref: ID-58]",190,30,3,0,0,0.0724,False,False,2025,3,1,Positive
DEMO-00059,The Pragmatic Programmer: 20th Anniversary,Books,Demo Dataset,https://example.com/demo-review-data,Good quality for the price,"Purchased the The Pragmatic Programmer: 20th Anniversary recently after comparing several options, the materials feel decent and it does its job smoothly. Delivery was fast and packaging was secure. Overall quite satisfied. [Ref: ID-59]",4,2025-03-27,True,4,2026-09-14T10:00:00Z,DEMO,"Purchased the The Pragmatic Programmer: 20th Anniversary recently after comparing several options, the materials feel decent and it does its job smoothly. Delivery was fast and packaging was secure. Overall quite satisfied. [Ref: ID-59]","Purchased the The Pragmatic Programmer: 20th Anniversary recently after comparing several options, the materials feel decent and it does its job smoothly. Delivery was fast and packaging was secure. Overall quite satisfied. [Ref: ID-59]",236,34,4,0,0,0.0526,False,False,2025,3,1,Positive
DEMO-00060,Vision4K Smart Streaming Dongle,Electronics,Demo Dataset,https://example.com/demo-review-data,Decent performance overall,"<div><b>Decent performance overall</b>: Having ordered the Vision4K Smart Streaming Dongle last month, pleasantly surprised by how well it held up over a couple of weeks of daily usage. Would recommend for standard needs. [Ref: ID-60] <br/><span>Verified buyer.</span></div>",4,2025-08-27,True,0,2026-09-14T10:00:00Z,DEMO,"<div><b>Decent performance overall</b>: Having ordered the Vision4K Smart Streaming Dongle last month, pleasantly surprised by how well it held up over a couple of weeks of daily usage. Would recommend for standard needs. [Ref: ID-60] <br/><span>Verified buyer.</span></div>","Decent performance overall : Having ordered the Vision4K Smart Streaming Dongle last month, pleasantly surprised by how well it held up over a couple of weeks of daily usage. Would recommend for standard needs. [Ref: ID-60] Verified buyer.",239,38,3,0,0,0.0577,False,False,2025,8,3,Positive
DEMO-00061,The Pragmatic Programmer: 20th Anniversary,Books,Demo Dataset,https://example.com/demo-review-data,Below average quality,"After reading mixed feedback online, I tried the The Pragmatic Programmer: 20th Anniversary and the finish peeled slightly and response times are slow. Would suggest looking at competitors instead. [Ref: ID-61]",2,2026-06-03,True,0,2026-09-14T10:00:00Z,DEMO,"After reading mixed feedback online, I tried the The Pragmatic Programmer: 20th Anniversary and the finish peeled slightly and response times are slow. Would suggest looking at competitors instead. [Ref: ID-61]","After reading mixed feedback online, I tried the The Pragmatic Programmer: 20th Anniversary and the finish peeled slightly and response times are slow. Would suggest looking at competitors instead. [Ref: ID-61]",210,31,3,0,0,0.0595,False,False,2026,6,2,Negative
DEMO-00062,Vision4K Smart Streaming Dongle,Electronics,Demo Dataset,https://example.com/demo-review-data,"Average, meets basic expectations",I have been testing this Vision4K Smart Streaming Dongle for several weeks now and it arrived in standard packaging on schedule. Neither particularly impressed nor disappointed. It functions normally. [Ref: ID-62],3,2026-05-19,True,0,2026-09-14T10:00:00Z,DEMO,I have been testing this Vision4K Smart Streaming Dongle for several weeks now and it arrived in standard packaging on schedule. Neither particularly impressed nor disappointed. It functions normally. [Ref: ID-62],I have been testing this Vision4K Smart Streaming Dongle for several weeks now and it arrived in standard packaging on schedule. Neither particularly impressed nor disappointed. It functions normally. [Ref: ID-62],213,31,4,0,0,0.0636,False,False,2026,5,2,Neutral
DEMO-00063,Designing Data-Intensive Applications,Books,Demo Dataset,https://example.com/demo-review-data,Outstanding build and reliability,"Purchased the Designing Data-Intensive Applications recently after comparing several options, the attention to detail is truly impressive. Works brilliantly right out of the box and has made a noticeable improvement in our routine. [Ref: ID-63]",5,2026-07-18,True,0,2026-09-14T10:00:00Z,DEMO,"Purchased the Designing Data-Intensive Applications recently after comparing several options, the attention to detail is truly impressive. Works brilliantly right out of the box and has made a noticeable improvement in our routine. [Ref: ID-63]","Purchased the Designing Data-Intensive Applications recently after comparing several options, the attention to detail is truly impressive. Works brilliantly right out of the box and has made a noticeable improvement in our routine. [Ref: ID-63]",244,35,3,0,0,0.045,False,False,2026,7,3,Positive
DEMO-00064,AromaBreeze Stainless Steel Espresso Maker,Home and Kitchen,Demo Dataset,https://example.com/demo-review-data,Best purchase of the year,"Here is my honest take on the AromaBreeze Stainless Steel Espresso Maker: it delivers flawless performance and is worth every single penny. It feels sturdy, elegant, and genuinely works as advertised. 10/10! [Ref: ID-64]",5,2026-07-21,True,0,2026-09-14T10:00:00Z,DEMO,"Here is my honest take on the AromaBreeze Stainless Steel Espresso Maker: it delivers flawless performance and is worth every single penny. It feels sturdy, elegant, and genuinely works as advertised. 10/10! [Ref: ID-64]","Here is my honest take on the AromaBreeze Stainless Steel Espresso Maker: it delivers flawless performance and is worth every single penny. It feels sturdy, elegant, and genuinely works as advertised. 10/10! [Ref: ID-64]",220,34,4,1,0,0.0647,False,False,2026,7,3,Positive
DEMO-00065,Data Science from Scratch (2nd Edition),Books,Demo Dataset,https://example.com/demo-review-data,Exceptional value and engineering,"After extensive daily use of the Data Science from Scratch (2nd Edition), incredible reliability and fantastic support. You will certainly not regret buying this. Truly top tier in its category. [Ref: ID-65]",5,2025-05-11,True,2,2026-09-14T10:00:00Z,DEMO,"After extensive daily use of the Data Science from Scratch (2nd Edition), incredible reliability and fantastic support. You will certainly not regret buying this. Truly top tier in its category. [Ref: ID-65]","After extensive daily use of the Data Science from Scratch (2nd Edition), incredible reliability and fantastic support. You will certainly not regret buying this. Truly top tier in its category. [Ref: ID-65]",207,32,4,0,0,0.0613,False,False,2025,5,2,Positive
DEMO-00067,Designing Data-Intensive Applications,Books,Demo Dataset,https://example.com/demo-review-data,Somewhat underwhelming,I have been testing this Designing Data-Intensive Applications for several weeks now and I had higher hopes based on online claims. The performance is sluggish and build quality feels rather cheap for the price tag. [Ref: ID-67],2,2025-12-02,True,0,2026-09-14T10:00:00Z,DEMO,I have been testing this Designing Data-Intensive Applications for several weeks now and I had higher hopes based on online claims. The performance is sluggish and build quality feels rather cheap for the price tag. [Ref: ID-67],I have been testing this Designing Data-Intensive Applications for several weeks now and I had higher hopes based on online claims. The performance is sluggish and build quality feels rather cheap for the price tag. [Ref: ID-67],228,37,3,0,0,0.0546,False,False,2025,12,4,Negative
DEMO-00068,TrailBlazer Lightweight Trekking Poles,Sports and Outdoors,Demo Dataset,https://example.com/demo-review-data,Absolutely phenomenal quality!,"Regarding this TrailBlazer Lightweight Trekking Poles, it completely exceeded every expectation. Superb craftsmanship, lightning-fast setup, and premium durability. Highly recommend to everyone! [Ref: ID-68]",5,2025-02-10,True,0,2026-09-14T10:00:00Z,DEMO,"Regarding this TrailBlazer Lightweight Trekking Poles, it completely exceeded every expectation. Superb craftsmanship, lightning-fast setup, and premium durability. Highly recommend to everyone! [Ref: ID-68]","Regarding this TrailBlazer Lightweight Trekking Poles, it completely exceeded every expectation. Superb craftsmanship, lightning-fast setup, and premium durability. Highly recommend to everyone! [Ref: ID-68]",207,24,4,1,0,0.0643,False,False,2025,2,1,Positive
DEMO-00069,ChefMaster 8-Piece Japanese Knife Set,Home and Kitchen,Demo Dataset,https://example.com/demo-review-data,Decent performance overall,"To be completely honest about the ChefMaster 8-Piece Japanese Knife Set, pleasantly surprised by how well it held up over a couple of weeks of daily usage. Would recommend for standard needs. [Ref: ID-69]",4,2026-07-24,True,0,2026-09-14T10:00:00Z,DEMO,"To be completely honest about the ChefMaster 8-Piece Japanese Knife Set, pleasantly surprised by how well it held up over a couple of weeks of daily usage. Would recommend for standard needs. [Ref: ID-69]","To be completely honest about the ChefMaster 8-Piece Japanese Knife Set, pleasantly surprised by how well it held up over a couple of weeks of daily usage. Would recommend for standard needs. [Ref: ID-69]",204,34,3,0,0,0.0688,False,False,2026,7,3,Positive
DEMO-00070,ChefMaster 8-Piece Japanese Knife Set,Home and Kitchen,Demo Dataset,https://example.com/demo-review-data,Complete waste of money,"After extensive daily use of the ChefMaster 8-Piece Japanese Knife Set, terrible product. It stopped working after one day and support was completely unhelpful. Avoid at all costs! [Ref: ID-70]",1,2025-11-25,True,5,2026-09-14T10:00:00Z,DEMO,"After extensive daily use of the ChefMaster 8-Piece Japanese Knife Set, terrible product. It stopped working after one day and support was completely unhelpful. Avoid at all costs! [Ref: ID-70]","After extensive daily use of the ChefMaster 8-Piece Japanese Knife Set, terrible product. It stopped working after one day and support was completely unhelpful. Avoid at all costs! [Ref: ID-70]",193,30,4,1,0,0.0789,False,False,2025,11,4,Negative
DEMO-00071,Data Science from Scratch (2nd Edition),Books,Demo Dataset,https://example.com/demo-review-data,"Loved the design, hated the durability","My hands-on experience with the Data Science from Scratch (2nd Edition) shows that looks gorgeous on my counter and received compliments, but unfortunately it broke down after only three weeks of light use. [Ref: ID-71]",2,2025-07-26,True,3,2026-09-14T10:00:00Z,DEMO,"My hands-on experience with the Data Science from Scratch (2nd Edition) shows that looks gorgeous on my counter and received compliments, but unfortunately it broke down after only three weeks of light use. [Ref: ID-71]","My hands-on experience with the Data Science from Scratch (2nd Edition) shows that looks gorgeous on my counter and received compliments, but unfortunately it broke down after only three weeks of light use. [Ref: ID-71]",219,35,2,0,0,0.0462,False,False,2025,7,3,Negative
DEMO-00072,The Pragmatic Programmer: 20th Anniversary,Books,Demo Dataset,https://example.com/demo-review-data,Exceptional value and engineering,"After reading mixed feedback online, I tried the The Pragmatic Programmer: 20th Anniversary and incredible reliability and fantastic support. You will certainly not regret buying this. Truly top tier in its category. [Ref: ID-72]",5,2026-05-11,True,4,2026-09-14T10:00:00Z,DEMO,"After reading mixed feedback online, I tried the The Pragmatic Programmer: 20th Anniversary and incredible reliability and fantastic support. You will certainly not regret buying this. Truly top tier in its category. [Ref: ID-72]","After reading mixed feedback online, I tried the The Pragmatic Programmer: 20th Anniversary and incredible reliability and fantastic support. You will certainly not regret buying this. Truly top tier in its category. [Ref: ID-72]",229,34,4,0,0,0.0601,False,False,2026,5,2,Positive
DEMO-00073,HydroFlow Insulated Stainless Water Bottle,Sports and Outdoors,Demo Dataset,https://example.com/demo-review-data,Decent performance overall,"After extensive daily use of the HydroFlow Insulated Stainless Water Bottle, pleasantly surprised by how well it held up over a couple of weeks of daily usage. Would recommend for standard needs. [Ref: ID-73]",4,2026-04-30,True,0,2026-09-14T10:00:00Z,DEMO,"After extensive daily use of the HydroFlow Insulated Stainless Water Bottle, pleasantly surprised by how well it held up over a couple of weeks of daily usage. Would recommend for standard needs. [Ref: ID-73]","After extensive daily use of the HydroFlow Insulated Stainless Water Bottle, pleasantly surprised by how well it held up over a couple of weeks of daily usage. Would recommend for standard needs. [Ref: ID-73]",208,34,3,0,0,0.0663,False,False,2026,4,2,Positive
DEMO-00074,ChefMaster 8-Piece Japanese Knife Set,Home and Kitchen,Demo Dataset,https://example.com/demo-review-data,Best purchase of the year,"I have been testing this ChefMaster 8-Piece Japanese Knife Set for several weeks now and it delivers flawless performance and is worth every single penny. It feels sturdy, elegant, and genuinely works as advertised. 10/10! [Ref: ID-74]",5,2025-09-03,True,0,2026-09-14T10:00:00Z,DEMO,"I have been testing this ChefMaster 8-Piece Japanese Knife Set for several weeks now and it delivers flawless performance and is worth every single penny. It feels sturdy, elegant, and genuinely works as advertised. 10/10! [Ref: ID-74]","I have been testing this ChefMaster 8-Piece Japanese Knife Set for several weeks now and it delivers flawless performance and is worth every single penny. It feels sturdy, elegant, and genuinely works as advertised. 10/10! [Ref: ID-74]",235,37,4,1,0,0.0608,False,False,2025,9,3,Positive
DEMO-00075,HydroFlow Insulated Stainless Water Bottle,Sports and Outdoors,Demo Dataset,https://example.com/demo-review-data,Dependable and practical,"   I have been testing this     HydroFlow Insulated Stainless Water Bottle for several weeks now and works as expected with consistent results. A slight learning curve at first, but smooth sailing afterwards. [Ref: ID-75]   ",4,2025-11-14,True,2,2026-09-14T10:00:00Z,DEMO,"   I have been testing this     HydroFlow Insulated Stainless Water Bottle for several weeks now and works as expected with consistent results. A slight learning curve at first, but smooth sailing afterwards. [Ref: ID-75]   ","I have been testing this HydroFlow Insulated Stainless Water Bottle for several weeks now and works as expected with consistent results. A slight learning curve at first, but smooth sailing afterwards. [Ref: ID-75]",214,33,3,0,0,0.0636,False,False,2025,11,4,Positive
DEMO-00076,HydraGlow Hyaluronic Acid Facial Serum,Beauty and Personal Care,Demo Dataset,https://example.com/demo-review-data,Absolutely phenomenal quality!,"I took a chance on the HydraGlow Hyaluronic Acid Facial Serum and it completely exceeded every expectation. Superb craftsmanship, lightning-fast setup, and premium durability. Highly recommend to everyone! [Ref: ID-76]",5,2025-08-22,False,0,2026-09-14T10:00:00Z,DEMO,"I took a chance on the HydraGlow Hyaluronic Acid Facial Serum and it completely exceeded every expectation. Superb craftsmanship, lightning-fast setup, and premium durability. Highly recommend to everyone! [Ref: ID-76]","I took a chance on the HydraGlow Hyaluronic Acid Facial Serum and it completely exceeded every expectation. Superb craftsmanship, lightning-fast setup, and premium durability. Highly recommend to everyone! [Ref: ID-76]",218,30,4,1,0,0.0678,False,False,2025,8,3,Positive
DEMO-00077,Designing Data-Intensive Applications,Books,Demo Dataset,https://example.com/demo-review-data,Dependable and practical,"After extensive daily use of the Designing Data-Intensive Applications, works as expected with consistent results. A slight learning curve at first, but smooth sailing afterwards. [Ref: ID-77]",4,2025-10-18,False,3,2026-09-14T10:00:00Z,DEMO,"After extensive daily use of the Designing Data-Intensive Applications, works as expected with consistent results. A slight learning curve at first, but smooth sailing afterwards. [Ref: ID-77]","After extensive daily use of the Designing Data-Intensive Applications, works as expected with consistent results. A slight learning curve at first, but smooth sailing afterwards. [Ref: ID-77]",192,27,3,0,0,0.0581,False,False,2025,10,4,Positive
DEMO-00078,Vision4K Smart Streaming Dongle,Electronics,Demo Dataset,https://example.com/demo-review-data,Very solid product with minor flaws,"After extensive daily use of the Vision4K Smart Streaming Dongle, it performs well for day-to-day tasks. The build is respectable, although the included instructions could have been slightly clearer. [Ref: ID-78]",4,2025-12-02,True,0,2026-09-14T10:00:00Z,DEMO,"After extensive daily use of the Vision4K Smart Streaming Dongle, it performs well for day-to-day tasks. The build is respectable, although the included instructions could have been slightly clearer. [Ref: ID-78]","After extensive daily use of the Vision4K Smart Streaming Dongle, it performs well for day-to-day tasks. The build is respectable, although the included instructions could have been slightly clearer. [Ref: ID-78]",212,31,3,0,0,0.0592,False,False,2025,12,4,Positive
